age,height_cm,weight_kg,preferred_foot,pace,shooting,passing,dribbling,defending,physic,power_stamina,power_strength,value_eur,overall,potential
25,176,71,Left,67.0,67.0,76.0,72.0,65.0,65.0,80,61,5000000,73,77
23,184,78,Right,48.0,55.0,67.0,65.0,72.0,74.0,81,70,4700000,73,77
25,186,81,Right,70.0,50.0,68.0,70.0,70.0,71.0,75,70,4500000,73,77
23,184,74,Right,67.0,62.0,74.0,76.0,65.0,66.0,66,67,5000000,73,77
24,172,65,Left,75.0,72.0,72.0,79.0,39.0,65.0,69,60,5500000,73,77
24,170,65,Right,73.0,58.0,67.0,72.0,70.0,69.0,78,67,4600000,73,77
24,178,69,Right,63.0,68.0,77.0,74.0,53.0,61.0,75,63,5000000,73,77
25,175,71,Right,76.0,59.0,66.0,67.0,69.0,75.0,83,72,4700000,73,77
26,177,72,Left,61.0,55.0,62.0,66.0,69.0,77.0,90,70,4600000,73,77
24,180,65,Left,83.0,59.0,64.0,69.0,65.0,61.0,87,44,4600000,73,77
27,182,77,Right,66.0,62.0,70.0,71.0,70.0,77.0,65,79,4400000,73,76
27,188,82,Left,43.0,56.0,65.0,64.0,75.0,73.0,65,77,4300000,73,76
27,184,72,Right,68.0,53.0,66.0,70.0,75.0,68.0,64,68,4300000,73,76
26,178,75,Left,74.0,73.0,67.0,78.0,25.0,57.0,61,61,5000000,73,76
27,190,83,Right,38.0,45.0,53.0,49.0,74.0,78.0,72,86,4300000,73,76
26,193,83,Right,77.0,48.0,50.0,62.0,72.0,79.0,78,81,4400000,73,76
25,174,68,Left,87.0,55.0,67.0,75.0,66.0,56.0,69,45,4400000,73,76
27,190,81,Left,69.0,50.0,66.0,61.0,74.0,73.0,70,76,4300000,73,76
25,180,74,Right,76.0,69.0,69.0,74.0,37.0,71.0,80,67,5000000,73,76
27,185,79,Right,64.0,44.0,59.0,66.0,73.0,76.0,68,76,4400000,73,76
25,188,70,Right,68.0,49.0,64.0,68.0,72.0,68.0,72,64,4400000,73,76
25,180,70,Right,66.0,71.0,76.0,73.0,68.0,64.0,63,61,4900000,73,76
25,186,79,Right,66.0,55.0,64.0,68.0,75.0,75.0,67,77,4400000,73,76
24,184,79,Right,75.0,68.0,67.0,77.0,45.0,68.0,68,73,5000000,73,76
26,180,78,Right,67.0,61.0,68.0,74.0,72.0,74.0,79,73,4900000,73,76
26,191,82,Right,63.0,32.0,45.0,43.0,76.0,77.0,64,84,4400000,73,76
25,182,73,Right,86.0,42.0,62.0,69.0,66.0,67.0,72,65,4400000,73,76
26,184,84,Left,77.0,68.0,70.0,72.0,67.0,79.0,87,77,4300000,73,76
25,175,70,Right,88.0,67.0,68.0,74.0,42.0,67.0,77,64,5000000,73,76
26,178,71,Right,77.0,40.0,61.0,72.0,68.0,69.0,75,60,4300000,73,76
25,168,66,Right,81.0,67.0,66.0,73.0,58.0,68.0,86,54,5000000,73,76
26,177,68,Right,63.0,49.0,68.0,72.0,68.0,73.0,91,65,4500000,73,76
26,180,70,Left,77.0,59.0,72.0,78.0,45.0,58.0,76,57,5000000,73,76
24,173,72,Left,90.0,70.0,59.0,78.0,38.0,73.0,81,76,5000000,73,76
26,175,72,Right,76.0,61.0,72.0,76.0,63.0,74.0,86,70,4900000,73,76
25,178,75,Right,79.0,67.0,65.0,76.0,24.0,65.0,70,60,5000000,73,76
25,178,73,Left,70.0,45.0,63.0,68.0,72.0,72.0,78,65,4400000,73,76
26,179,76,Right,70.0,70.0,74.0,73.0,52.0,57.0,59,58,5000000,73,76
25,180,65,Right,85.0,72.0,64.0,75.0,26.0,58.0,69,63,5000000,73,76
26,180,73,Left,75.0,52.0,60.0,72.0,70.0,73.0,69,74,4300000,73,76
25,176,62,Right,88.0,68.0,65.0,75.0,25.0,55.0,71,46,5000000,73,76
25,181,75,Left,69.0,66.0,74.0,73.0,43.0,63.0,67,64,5000000,73,76
25,176,70,Right,76.0,69.0,72.0,74.0,72.0,69.0,78,68,4900000,73,76
25,173,73,Right,79.0,43.0,61.0,65.0,69.0,63.0,92,55,4400000,73,76
26,181,81,Right,48.0,65.0,78.0,63.0,71.0,71.0,66,74,4300000,73,75
26,188,88,Right,66.0,68.0,70.0,71.0,68.0,77.0,77,83,4800000,73,75
27,192,88,Right,32.0,45.0,53.0,45.0,75.0,75.0,51,92,4200000,73,75
28,184,91,Left,66.0,44.0,44.0,46.0,73.0,82.0,62,91,4000000,73,75
26,175,73,Right,80.0,69.0,73.0,76.0,37.0,49.0,68,44,4800000,73,75
27,188,80,Left,52.0,46.0,52.0,48.0,75.0,76.0,76,78,4200000,73,75
26,171,64,Right,70.0,69.0,72.0,76.0,49.0,54.0,80,34,4800000,73,75
26,185,83,Right,53.0,38.0,52.0,58.0,74.0,79.0,71,83,4300000,73,75
26,189,83,Right,71.0,72.0,65.0,76.0,27.0,69.0,69,70,4900000,73,75
27,191,89,Right,58.0,50.0,52.0,50.0,72.0,81.0,76,84,4200000,73,75
25,194,86,Right,49.0,39.0,51.0,51.0,75.0,77.0,74,83,4300000,73,75
27,190,80,Right,66.0,59.0,69.0,66.0,73.0,76.0,74,77,4200000,73,75
26,188,83,Right,61.0,50.0,53.0,54.0,75.0,74.0,68,77,4300000,73,75
26,181,78,Right,77.0,73.0,59.0,72.0,39.0,74.0,77,75,0,73,75
25,174,72,Right,81.0,66.0,68.0,77.0,46.0,71.0,72,70,4900000,73,75
26,184,79,Right,66.0,67.0,73.0,74.0,63.0,70.0,65,75,4800000,73,75
27,182,76,Right,77.0,41.0,53.0,57.0,75.0,73.0,68,74,4200000,73,75
28,180,74,Right,66.0,40.0,56.0,62.0,76.0,73.0,71,76,4000000,73,75
27,178,77,Right,58.0,68.0,70.0,74.0,67.0,75.0,71,77,4100000,73,74
28,188,73,Left,51.0,35.0,54.0,57.0,73.0,77.0,72,79,3900000,73,74
27,187,80,Right,65.0,70.0,68.0,68.0,70.0,77.0,79,76,0,73,74
28,185,80,Right,69.0,48.0,62.0,67.0,73.0,78.0,81,77,3900000,73,74
28,178,82,Right,66.0,49.0,60.0,66.0,74.0,76.0,65,76,4000000,73,74
25,177,72,Right,82.0,69.0,67.0,77.0,53.0,61.0,66,57,4800000,73,74
27,174,75,Left,67.0,59.0,69.0,76.0,69.0,77.0,89,69,4100000,73,74
26,178,73,Right,74.0,69.0,72.0,76.0,36.0,65.0,76,66,4700000,73,74
27,190,85,Right,73.0,71.0,58.0,70.0,27.0,79.0,60,92,4700000,73,74
27,173,72,Right,74.0,57.0,64.0,74.0,69.0,79.0,90,70,4100000,73,74
26,170,62,Left,77.0,68.0,73.0,75.0,35.0,49.0,62,45,4700000,73,74
27,189,88,Left,67.0,73.0,70.0,75.0,50.0,64.0,54,76,4600000,73,74
26,183,72,Right,71.0,60.0,66.0,72.0,71.0,70.0,71,69,4100000,73,74
26,177,74,Left,87.0,67.0,66.0,74.0,30.0,59.0,65,59,4700000,73,74
26,179,76,Right,80.0,72.0,60.0,71.0,37.0,74.0,80,70,4800000,73,74
29,181,83,Right,58.0,43.0,56.0,55.0,72.0,82.0,78,83,3800000,73,74
26,175,72,Right,80.0,74.0,55.0,72.0,27.0,65.0,71,71,4800000,73,74
26,180,69,Left,78.0,66.0,71.0,75.0,56.0,68.0,71,70,4700000,73,74
26,184,75,Right,73.0,67.0,71.0,74.0,41.0,57.0,64,63,4700000,73,74
27,184,77,Right,58.0,37.0,49.0,57.0,73.0,75.0,67,78,4000000,73,74
26,188,85,Right,58.0,67.0,69.0,68.0,70.0,72.0,79,67,4600000,73,74
26,161,61,Right,80.0,66.0,68.0,80.0,46.0,55.0,75,39,4700000,73,74
26,179,77,Left,86.0,66.0,67.0,76.0,28.0,57.0,68,56,4700000,73,74
27,175,67,Right,91.0,48.0,57.0,71.0,66.0,72.0,90,62,4000000,73,74
28,174,68,Right,64.0,44.0,60.0,64.0,72.0,75.0,90,65,4000000,73,74
26,179,71,Left,83.0,72.0,67.0,75.0,33.0,60.0,68,56,4700000,73,74
27,180,69,Right,82.0,58.0,65.0,75.0,67.0,66.0,74,61,4000000,73,74
25,176,75,Right,88.0,59.0,70.0,75.0,32.0,60.0,69,66,4800000,73,74
27,183,80,Left,60.0,77.0,53.0,67.0,34.0,72.0,69,80,4700000,73,74
27,177,78,Left,78.0,72.0,68.0,73.0,39.0,68.0,74,71,4600000,73,74
26,184,74,Right,66.0,73.0,73.0,76.0,65.0,69.0,70,69,4600000,73,74
25,171,71,Left,88.0,68.0,72.0,74.0,29.0,60.0,57,66,4800000,73,74
27,186,80,Left,76.0,48.0,71.0,70.0,69.0,73.0,79,73,4000000,73,74
27,181,76,Left,85.0,44.0,63.0,68.0,66.0,72.0,81,68,4000000,73,74
27,168,70,Left,89.0,68.0,69.0,75.0,29.0,63.0,71,62,4600000,73,74
27,180,73,Right,74.0,63.0,69.0,71.0,71.0,79.0,80,77,4100000,73,74
39,183,80,Right,44.0,37.0,47.0,52.0,74.0,72.0,42,77,550000,73,73
38,189,80,Right,33.0,74.0,61.0,63.0,36.0,62.0,30,80,1400000,73,73
37,171,65,Right,64.0,78.0,60.0,74.0,26.0,56.0,52,54,1400000,73,73
34,176,74,Left,54.0,72.0,77.0,72.0,52.0,66.0,70,66,2000000,73,73
36,186,101,Right,30.0,34.0,41.0,54.0,75.0,72.0,31,88,800000,73,73
38,174,71,Right,48.0,58.0,69.0,66.0,74.0,72.0,57,72,875000,73,73
34,187,89,Left,48.0,67.0,76.0,69.0,75.0,67.0,54,70,1400000,73,73
36,179,77,Left,54.0,74.0,74.0,74.0,47.0,55.0,56,60,1300000,73,73
35,179,75,Right,39.0,71.0,68.0,68.0,72.0,77.0,78,78,1700000,73,73
33,165,63,Right,77.0,61.0,69.0,78.0,49.0,55.0,57,53,2400000,73,73
31,180,70,Right,71.0,64.0,71.0,77.0,53.0,63.0,77,59,3500000,73,73
36,173,71,Right,51.0,65.0,76.0,76.0,40.0,57.0,49,63,1300000,73,73
33,188,78,Right,32.0,40.0,48.0,47.0,76.0,64.0,34,76,1900000,73,73
33,183,73,Left,61.0,72.0,73.0,76.0,47.0,59.0,55,63,2400000,73,73
33,186,75,Right,39.0,63.0,68.0,66.0,73.0,75.0,72,74,1900000,73,73
34,171,68,Right,88.0,71.0,66.0,77.0,43.0,64.0,80,62,2100000,73,73
34,188,73,Right,47.0,54.0,65.0,61.0,73.0,81.0,91,77,1500000,73,73
33,173,72,Left,74.0,75.0,70.0,79.0,25.0,38.0,33,44,2500000,73,73
34,175,70,Right,57.0,74.0,62.0,64.0,42.0,68.0,53,74,2100000,73,73
34,189,77,Right,32.0,37.0,56.0,51.0,75.0,71.0,53,79,1500000,73,73
35,180,79,Right,50.0,58.0,66.0,67.0,75.0,70.0,66,67,1100000,73,73
35,178,70,Right,53.0,69.0,77.0,68.0,66.0,72.0,86,62,1700000,73,73
34,175,70,Right,65.0,74.0,72.0,75.0,46.0,50.0,60,47,2000000,73,73
34,187,87,Right,64.0,62.0,66.0,66.0,70.0,80.0,75,82,1500000,73,73
34,177,76,Right,55.0,53.0,77.0,70.0,66.0,70.0,64,67,1500000,73,73
33,172,72,Right,55.0,67.0,75.0,74.0,67.0,63.0,67,59,2300000,73,73
32,177,75,Left,72.0,57.0,68.0,69.0,70.0,71.0,79,64,2500000,73,73
35,173,75,Right,54.0,71.0,77.0,72.0,49.0,59.0,51,60,1800000,73,73
32,177,78,Right,75.0,71.0,66.0,76.0,29.0,67.0,73,58,3100000,73,73
35,189,80,Right,31.0,56.0,57.0,50.0,75.0,77.0,57,91,1200000,73,73
33,179,73,Left,65.0,58.0,72.0,71.0,70.0,67.0,68,66,1800000,73,73
31,175,75,Left,78.0,66.0,72.0,78.0,32.0,55.0,60,58,3500000,73,73
34,178,67,Right,74.0,63.0,68.0,69.0,68.0,76.0,89,69,1400000,73,73
34,185,80,Right,33.0,37.0,62.0,50.0,72.0,75.0,43,86,1500000,73,73
32,177,72,Left,77.0,69.0,69.0,75.0,27.0,65.0,70,71,3100000,73,73
34,180,78,Left,76.0,63.0,68.0,70.0,67.0,76.0,74,76,1400000,73,73
35,180,76,Right,71.0,75.0,69.0,75.0,44.0,66.0,63,76,1800000,73,73
33,185,74,Right,69.0,39.0,64.0,61.0,73.0,75.0,76,74,1900000,73,73
32,183,78,Right,69.0,73.0,60.0,69.0,31.0,68.0,68,75,3200000,73,73
34,175,72,Right,54.0,65.0,79.0,72.0,68.0,58.0,55,58,1900000,73,73
34,176,72,Right,65.0,67.0,76.0,76.0,57.0,62.0,63,65,1900000,73,73
31,186,77,Right,72.0,50.0,61.0,66.0,73.0,75.0,74,74,3000000,73,73
35,191,86,Right,73.0,72.0,61.0,71.0,35.0,78.0,76,79,1800000,73,73
33,184,80,Left,60.0,72.0,76.0,75.0,56.0,65.0,60,71,2400000,73,73
33,189,85,Right,48.0,39.0,59.0,44.0,75.0,73.0,52,85,1900000,73,73
34,191,77,Right,56.0,65.0,73.0,70.0,68.0,62.0,68,58,1900000,73,73
29,170,68,Right,69.0,70.0,73.0,77.0,27.0,43.0,61,40,3900000,73,73
32,187,74,Left,62.0,41.0,69.0,69.0,73.0,70.0,65,73,2500000,73,73
31,188,82,Right,49.0,54.0,66.0,63.0,71.0,78.0,79,79,3000000,73,73
31,174,71,Left,83.0,69.0,71.0,75.0,47.0,72.0,68,70,3500000,73,73
30,184,71,Left,74.0,73.0,59.0,71.0,33.0,77.0,78,78,3900000,73,73
34,171,70,Left,85.0,69.0,66.0,78.0,51.0,62.0,68,58,2000000,73,73
35,171,62,Left,68.0,53.0,71.0,70.0,72.0,60.0,52,59,1100000,73,73
34,186,80,Right,41.0,37.0,54.0,56.0,74.0,68.0,34,80,1500000,73,73
32,180,75,Right,68.0,70.0,72.0,70.0,72.0,71.0,76,70,3000000,73,73
33,181,81,Left,72.0,45.0,61.0,64.0,71.0,72.0,72,73,1800000,73,73
33,178,78,Right,72.0,70.0,74.0,73.0,62.0,66.0,80,58,2300000,73,73
32,175,67,Right,70.0,70.0,70.0,81.0,54.0,63.0,63,60,3100000,73,73
35,168,65,Right,69.0,52.0,62.0,66.0,69.0,75.0,84,67,1300000,73,73
30,188,83,Right,58.0,53.0,69.0,64.0,74.0,72.0,63,77,3200000,73,73
31,179,73,Left,68.0,68.0,75.0,74.0,48.0,67.0,66,66,3500000,73,73
35,187,86,Right,41.0,52.0,55.0,56.0,72.0,83.0,65,90,1200000,73,73
33,176,69,Right,69.0,69.0,72.0,79.0,44.0,48.0,34,50,2400000,73,73
32,188,86,Left,51.0,76.0,65.0,65.0,20.0,77.0,60,86,3200000,73,73
30,169,61,Left,63.0,64.0,76.0,76.0,50.0,53.0,78,32,3700000,73,73
31,176,73,Right,66.0,53.0,63.0,67.0,72.0,78.0,88,71,3000000,73,73
32,186,77,Right,64.0,58.0,65.0,66.0,71.0,86.0,85,87,2600000,73,73
31,173,73,Right,65.0,67.0,73.0,73.0,73.0,68.0,68,65,2900000,73,73
33,179,76,Right,59.0,53.0,65.0,63.0,75.0,71.0,62,73,1900000,73,73
32,181,75,Right,67.0,71.0,71.0,74.0,64.0,76.0,76,77,3000000,73,73
29,188,91,Right,49.0,41.0,48.0,39.0,74.0,80.0,66,89,3400000,73,73
31,185,72,Right,63.0,73.0,70.0,71.0,42.0,63.0,58,71,3600000,73,73
34,182,74,Right,39.0,52.0,59.0,59.0,71.0,81.0,76,85,1500000,73,73
30,183,79,Right,52.0,68.0,72.0,68.0,70.0,68.0,70,65,3700000,73,73
31,180,79,Right,65.0,34.0,58.0,62.0,73.0,73.0,64,77,3000000,73,73
30,177,81,Right,54.0,66.0,73.0,73.0,70.0,61.0,50,63,3700000,73,73
30,171,65,Right,63.0,75.0,74.0,77.0,34.0,63.0,60,63,3800000,73,73
30,192,86,Right,43.0,44.0,58.0,50.0,72.0,76.0,57,84,3200000,73,73
31,187,78,Right,67.0,73.0,53.0,73.0,36.0,76.0,65,85,3600000,73,73
29,194,84,Right,45.0,29.0,41.0,48.0,73.0,77.0,62,84,3400000,73,73
34,178,83,Right,65.0,75.0,74.0,73.0,42.0,67.0,67,72,2100000,73,73
30,185,83,Right,56.0,48.0,57.0,66.0,74.0,74.0,61,73,3200000,73,73
33,185,79,Right,64.0,46.0,57.0,62.0,72.0,76.0,70,76,1900000,73,73
31,192,83,Right,67.0,41.0,58.0,45.0,74.0,74.0,60,80,3000000,73,73
31,177,69,Right,79.0,68.0,70.0,73.0,34.0,61.0,75,51,0,73,73
29,185,82,Right,71.0,69.0,74.0,74.0,57.0,71.0,70,77,3900000,73,73
29,187,79,Right,51.0,71.0,78.0,74.0,60.0,65.0,65,68,3800000,73,73
32,190,88,Right,53.0,45.0,60.0,60.0,74.0,72.0,54,82,2600000,73,73
32,175,68,Right,75.0,72.0,64.0,76.0,38.0,76.0,77,79,3200000,73,73
30,183,76,Right,73.0,68.0,73.0,74.0,36.0,54.0,63,57,3800000,73,73
33,176,76,Right,46.0,68.0,77.0,73.0,47.0,58.0,48,66,2400000,73,73
31,189,89,Right,68.0,76.0,51.0,63.0,32.0,78.0,61,90,3600000,73,73
32,183,81,Left,67.0,73.0,77.0,72.0,60.0,67.0,69,68,3100000,73,73
29,172,74,Right,75.0,56.0,69.0,73.0,71.0,65.0,58,62,3300000,73,73
30,176,70,Right,47.0,46.0,69.0,72.0,74.0,69.0,77,63,3200000,73,73
31,182,88,Right,48.0,76.0,58.0,68.0,38.0,72.0,33,90,3600000,73,73
30,178,74,Left,70.0,44.0,66.0,67.0,72.0,70.0,74,65,3200000,73,73
31,182,68,Right,47.0,66.0,79.0,73.0,55.0,54.0,47,57,3400000,73,73
30,192,81,Right,75.0,57.0,62.0,65.0,71.0,72.0,73,72,3200000,73,73
29,171,66,Right,89.0,67.0,67.0,75.0,45.0,64.0,79,56,3900000,73,73
33,179,70,Right,78.0,71.0,69.0,73.0,45.0,66.0,66,61,2400000,73,73
32,185,83,Left,62.0,73.0,65.0,69.0,46.0,81.0,75,85,3200000,73,73
33,178,73,Right,64.0,65.0,71.0,72.0,67.0,73.0,89,62,2300000,73,73
28,178,69,Right,76.0,71.0,72.0,77.0,43.0,63.0,67,65,4100000,73,73
31,189,79,Right,52.0,41.0,51.0,63.0,74.0,71.0,64,75,3000000,73,73
31,181,81,Right,58.0,48.0,57.0,48.0,74.0,77.0,71,80,3000000,73,73
31,186,77,Left,59.0,65.0,73.0,72.0,72.0,74.0,73,76,3400000,73,73
31,167,68,Left,76.0,70.0,68.0,76.0,34.0,61.0,70,61,3500000,73,73
31,187,92,Left,44.0,76.0,61.0,68.0,27.0,79.0,63,91,3600000,73,73
28,185,67,Right,69.0,60.0,72.0,74.0,61.0,70.0,77,70,4000000,73,73
28,177,76,Right,71.0,52.0,66.0,68.0,70.0,72.0,77,68,3400000,73,73
29,173,71,Right,76.0,67.0,70.0,76.0,72.0,68.0,79,59,3800000,73,73
29,184,73,Right,61.0,68.0,71.0,70.0,74.0,76.0,74,76,3800000,73,73
31,188,80,Right,39.0,73.0,64.0,74.0,36.0,72.0,70,85,3600000,73,73
30,183,82,Right,68.0,70.0,73.0,71.0,57.0,74.0,90,72,3700000,73,73
34,178,77,Right,61.0,26.0,52.0,62.0,75.0,66.0,56,65,1500000,73,73
29,188,80,Right,50.0,29.0,51.0,54.0,73.0,81.0,72,86,3400000,73,73
29,188,74,Left,70.0,71.0,71.0,71.0,67.0,74.0,91,70,3800000,73,73
33,172,65,Left,81.0,69.0,71.0,74.0,24.0,69.0,63,70,2400000,73,73
27,186,82,Right,48.0,75.0,61.0,65.0,41.0,75.0,66,87,4300000,73,73
31,193,78,Right,41.0,54.0,62.0,61.0,73.0,77.0,74,80,3000000,73,73
39,178,82,Left,59.0,76.0,66.0,72.0,34.0,71.0,66,80,1200000,73,73
28,175,65,Right,80.0,67.0,69.0,74.0,44.0,54.0,66,56,4000000,73,73
29,188,74,Right,51.0,60.0,71.0,69.0,68.0,78.0,87,76,3400000,73,73
29,165,66,Left,78.0,63.0,72.0,78.0,31.0,54.0,68,47,0,73,73
30,178,76,Right,69.0,43.0,62.0,67.0,74.0,76.0,73,72,3200000,73,73
30,184,76,Right,59.0,69.0,74.0,72.0,66.0,67.0,61,69,3700000,73,73
29,179,70,Right,81.0,73.0,66.0,76.0,29.0,66.0,74,63,4000000,73,73
30,188,90,Right,56.0,74.0,59.0,69.0,35.0,77.0,64,89,3900000,73,73
31,180,74,Left,66.0,62.0,71.0,68.0,67.0,74.0,91,67,2900000,73,73
28,180,71,Right,78.0,74.0,67.0,73.0,35.0,59.0,61,58,4100000,73,73
28,192,88,Right,47.0,38.0,53.0,49.0,76.0,75.0,62,85,3500000,73,73
28,172,71,Right,92.0,70.0,65.0,74.0,39.0,65.0,64,60,4000000,73,73
32,186,84,Right,35.0,45.0,55.0,46.0,75.0,63.0,30,73,2600000,73,73
30,182,71,Right,71.0,63.0,72.0,77.0,40.0,56.0,74,50,3800000,73,73
32,179,75,Right,72.0,57.0,69.0,75.0,68.0,63.0,80,58,3100000,73,73
29,176,75,Right,75.0,51.0,65.0,69.0,67.0,76.0,91,69,3300000,73,73
30,182,75,Left,68.0,74.0,53.0,71.0,35.0,75.0,76,77,3900000,73,73
30,182,72,Right,77.0,41.0,65.0,65.0,69.0,71.0,77,70,3200000,73,73
30,178,74,Right,77.0,31.0,64.0,67.0,68.0,76.0,88,72,3200000,73,73
31,178,69,Left,82.0,51.0,65.0,73.0,69.0,74.0,80,71,2900000,73,73
27,179,76,Right,73.0,67.0,73.0,76.0,33.0,56.0,72,53,4200000,73,73
30,181,76,Right,62.0,74.0,59.0,67.0,38.0,69.0,74,72,3900000,73,73
29,178,72,Right,75.0,71.0,72.0,76.0,57.0,65.0,73,68,3900000,73,73
29,178,73,Right,63.0,67.0,74.0,76.0,65.0,63.0,73,58,3800000,73,73
33,180,76,Right,77.0,54.0,67.0,64.0,69.0,72.0,75,67,1800000,73,73
30,189,77,Right,61.0,32.0,57.0,54.0,74.0,75.0,72,77,3200000,73,73
33,183,75,Right,72.0,74.0,68.0,71.0,35.0,68.0,67,71,2500000,73,73
28,180,76,Right,75.0,34.0,64.0,69.0,71.0,74.0,78,71,3400000,73,73
30,185,77,Right,71.0,73.0,57.0,69.0,33.0,74.0,63,81,3900000,73,73
27,171,66,Right,93.0,66.0,63.0,74.0,30.0,56.0,82,50,4200000,73,73
28,181,73,Right,66.0,70.0,76.0,75.0,43.0,59.0,53,62,4000000,73,73
34,173,70,Left,75.0,69.0,72.0,73.0,38.0,65.0,68,66,2000000,73,73
27,172,76,Right,83.0,70.0,63.0,77.0,34.0,71.0,74,73,4200000,73,73
30,180,77,Left,81.0,71.0,67.0,73.0,51.0,78.0,81,80,3800000,73,73
29,183,81,Right,73.0,64.0,66.0,71.0,69.0,74.0,90,73,3300000,73,73
28,174,65,Right,80.0,39.0,68.0,72.0,68.0,71.0,82,63,3400000,73,73
29,180,74,Right,81.0,74.0,59.0,72.0,36.0,60.0,74,61,4000000,73,73
28,185,88,Right,77.0,72.0,57.0,71.0,24.0,72.0,70,80,4100000,73,73
28,180,70,Left,83.0,47.0,69.0,72.0,66.0,73.0,82,70,3400000,73,73
29,174,74,Left,68.0,67.0,74.0,73.0,67.0,70.0,62,69,3800000,73,73
32,193,89,Right,32.0,35.0,45.0,49.0,74.0,81.0,65,90,2600000,73,73
29,183,73,Right,67.0,68.0,73.0,74.0,57.0,59.0,72,58,3800000,73,73
27,174,67,Right,78.0,64.0,69.0,77.0,40.0,50.0,71,41,4200000,73,73
29,177,75,Left,82.0,68.0,66.0,76.0,55.0,69.0,79,61,3900000,73,73
29,190,87,Right,57.0,37.0,54.0,53.0,74.0,80.0,72,85,3400000,73,73
27,171,64,Left,91.0,59.0,66.0,77.0,34.0,52.0,82,33,4200000,73,73
30,179,78,Right,74.0,74.0,69.0,71.0,38.0,70.0,73,76,3900000,73,73
32,182,75,Left,73.0,74.0,69.0,75.0,43.0,70.0,61,72,3100000,73,73
30,186,83,Right,51.0,33.0,35.0,41.0,76.0,70.0,50,80,3200000,73,73
28,172,63,Left,81.0,69.0,68.0,69.0,65.0,73.0,91,61,3400000,73,73
29,180,72,Right,80.0,63.0,70.0,72.0,38.0,68.0,85,62,3900000,73,73
28,173,73,Right,62.0,67.0,71.0,72.0,66.0,73.0,75,69,4000000,73,73
29,174,71,Left,65.0,65.0,75.0,76.0,66.0,70.0,80,65,3900000,73,73
29,186,82,Right,65.0,69.0,75.0,72.0,46.0,64.0,56,70,3900000,73,73
27,185,70,Right,92.0,62.0,65.0,74.0,44.0,70.0,74,69,4200000,73,73
30,172,65,Right,80.0,70.0,66.0,74.0,25.0,62.0,74,59,3800000,73,73
28,179,73,Right,85.0,73.0,67.0,74.0,30.0,69.0,70,71,4100000,73,73
28,182,70,Right,74.0,53.0,64.0,68.0,70.0,69.0,76,66,3400000,73,73
31,192,80,Right,50.0,28.0,49.0,56.0,76.0,71.0,51,83,3000000,73,73
29,183,83,Left,85.0,72.0,66.0,76.0,32.0,66.0,64,73,3900000,73,73
27,180,75,Left,77.0,35.0,63.0,71.0,69.0,70.0,73,66,3600000,73,73
29,173,64,Left,93.0,66.0,62.0,76.0,41.0,50.0,77,32,3900000,73,73
27,179,70,Right,74.0,71.0,72.0,79.0,38.0,59.0,71,58,4200000,73,73
28,182,70,Left,70.0,68.0,74.0,77.0,28.0,55.0,61,53,4000000,73,73
28,181,77,Right,68.0,74.0,56.0,67.0,34.0,68.0,69,73,4100000,73,73
30,180,70,Left,65.0,71.0,79.0,71.0,71.0,70.0,72,71,3800000,73,73
28,183,81,Left,76.0,57.0,68.0,70.0,67.0,72.0,82,70,0,73,73
31,188,83,Right,55.0,73.0,56.0,69.0,30.0,82.0,72,85,3600000,73,73
31,173,72,Right,71.0,33.0,60.0,67.0,71.0,66.0,71,59,2900000,73,73
31,179,78,Left,65.0,50.0,64.0,68.0,71.0,77.0,80,75,2900000,73,73
28,178,81,Right,80.0,75.0,66.0,69.0,37.0,79.0,66,83,4000000,73,73
27,173,71,Right,92.0,72.0,64.0,76.0,37.0,64.0,82,56,4200000,73,73
33,191,90,Right,69.0,74.0,48.0,66.0,33.0,76.0,56,91,2500000,73,73
32,174,74,Right,68.0,67.0,73.0,72.0,58.0,70.0,92,57,3000000,73,73
27,185,78,Right,77.0,74.0,64.0,73.0,42.0,72.0,78,72,4300000,73,73
33,178,72,Right,86.0,73.0,66.0,76.0,47.0,65.0,68,65,2500000,73,73
27,182,89,Left,74.0,73.0,49.0,71.0,33.0,80.0,72,86,4300000,73,73
30,170,65,Right,74.0,42.0,63.0,76.0,70.0,75.0,84,67,3300000,73,73
28,172,67,Right,87.0,67.0,70.0,76.0,55.0,69.0,76,62,4000000,73,73
29,178,72,Right,85.0,69.0,66.0,75.0,38.0,67.0,74,68,3900000,73,73
30,184,78,Left,63.0,29.0,59.0,63.0,74.0,73.0,73,76,3200000,73,73
31,177,77,Right,82.0,70.0,66.0,77.0,34.0,75.0,81,75,3500000,73,73
29,169,72,Right,82.0,69.0,71.0,74.0,29.0,62.0,66,73,3900000,73,73
33,172,70,Right,78.0,72.0,62.0,74.0,43.0,67.0,74,69,2500000,73,73
27,180,70,Right,81.0,68.0,66.0,73.0,36.0,61.0,77,68,4200000,73,73
35,184,82,Right,50.0,56.0,62.0,58.0,72.0,80.0,67,85,1200000,73,73
30,180,74,Left,73.0,61.0,65.0,69.0,70.0,78.0,73,80,3200000,73,73
31,180,81,Left,77.0,61.0,66.0,69.0,69.0,79.0,84,77,2900000,73,73
28,180,78,Right,72.0,49.0,58.0,66.0,74.0,79.0,81,77,3400000,73,73
31,183,76,Right,58.0,35.0,54.0,59.0,75.0,75.0,67,81,3000000,73,73
33,170,67,Right,77.0,70.0,66.0,74.0,24.0,72.0,76,73,2400000,73,73
